,Unnamed: 0,Artists,Name,Year,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
3286,3286,Kelsea Ballerini,Legends,2018,Country,5.59,53.15,71.38,36.36,39.05,21.75,1
3287,3287,AFI,Love Like Winter,2007,Rock,0.03,54.87,91.28,90.91,43.98,51.86,0
3288,3288,Eric Church,Desperate Man,2018,Country,7.32,68.5,78.72,90.91,37.79,91.84,4
3289,3289,Nine Days,If I Am,2000,Pop,0.6,12.6,90.0,100.0,30.42,53.45,0
3290,3290,Drake,Keep The Family Close,2016,"Ballad,Pop,Canada,Rap",15.13,32.3,54.36,81.82,52.23,16.02,0
3291,3291,Dawin,Dessert,2016,R&;B,8.14,86.25,71.81,54.55,29.8,77.41,4
3292,3292,Foo Fighters,Rope,2011,"Post-Grunge,Grunge,Alternative Rock,Indie Rock,Hard Rock,Rock",0.0,45.59,71.49,100.0,55.18,53.66,0
3293,3293,Chris Stapleton,Nobody To Blame,2016,Country,1.46,48.22,64.89,81.82,23.86,58.86,4
3294,3294,Belly,Might Not,2016,"Canada,R&;B,Rap",32.52,77.78,53.93,9.09,52.61,30.34,3
3295,3295,Jason Aldean,Johnny Cash,2007,Country,0.83,58.76,85.1,72.73,39.08,70.42,4
3296,3296,Nine Inch Nails,Survivalism,2007,"Industrial,Rock",0.09,57.85,65.85,81.82,50.12,33.84,0
3297,3297,Tori Kelly,Hollow,2016,"Christian,Pop",1.91,56.47,63.83,18.18,47.69,44.44,1
3298,3298,Miley Cyrus,Start All Over,2008,"Soundtrack,Pop",0.03,43.53,93.51,0.0,62.52,33.09,1
3299,3299,Bon Jovi,We Weren't Born To Follow,2009,Rock,0.13,44.33,84.15,100.0,47.64,72.22,4
3300,3300,Bhad Bhabie,Hi Bich,2017,Rap,16.36,93.36,31.8,72.73,43.99,3.88,2
3301,3301,The Killers,Shadowplay,2007,"Cover,Rock",0.08,60.71,79.68,18.18,59.4,33.62,1
3302,3302,Hoobastank,Crawling In The Dark,2002,"Alternative Rock,Rock",0.03,52.35,91.38,54.55,27.64,67.98,4
3303,3303,The Weeknd,Nothing Without You,2016,"Canada,R&;B,Electro-Pop,Pop",6.61,52.92,61.49,9.09,37.69,16.55,1
3304,3304,LMFAO,Shots,2010,Rap,0.87,81.56,85.1,9.09,48.91,18.25,1
3305,3305,Childish Gambino,Me And Your Mama,2016,"Alternative R&;B,Funk,Blues Rock,Neo-Psychedelia,Psychedelic,P-Funk,Rock,R&;B",1.19,48.22,40.1,45.45,42.63,21.22,0
3306,3306,Sugarland,Everyday America,2007,"Country,Rock",34.46,60.14,84.15,63.64,32.25,66.07,4
3307,3307,Puddle Of Mudd,Control,2001,Pop,0.31,37.92,91.17,54.55,70.91,56.63,0
3308,3308,Zac Brown Band,My Old Man,2017,Country,83.74,60.25,14.88,36.36,58.71,28.11,3
3309,3309,Hey Violet,Guys My Age,2017,Pop,10.84,66.09,64.57,72.73,45.22,26.52,2
3310,3310,Huncho Jack,Modern Slavery,2018,"Motown,Trap,Rap",0.19,74.68,72.02,36.36,52.58,48.79,1
3311,3311,P!nk,Trouble,2003,"Garage Punk,Punk Rock,Screen,Soundtrack,Pop-Punk,Rock",0.84,52.92,93.3,63.64,53.52,86.22,4
3312,3312,Panic! At The Disco,Emperor's New Clothes,2015,"Emo,Pop-Rock,Pop,Rock",0.31,51.43,90.21,9.09,28.22,65.33,1
3313,3313,Travis Scott,Coffee Bean,2018,"Cloud Rap,Rap",8.81,79.84,55.95,45.45,28.55,49.63,4
3314,3314,Avril Lavigne,Smile,2011,"Pop-Rock,Canada,Pop,Rock",0.24,59.68,84.25,9.09,34.75,64.9,1
3315,3315,Tyga,Dope,2013,Rap,1.18,53.95,50.53,0.0,28.49,32.99,1
3316,3316,Kevin Gates,Change Lanes,2018,Rap,13.19,67.93,77.34,18.18,50.25,50.69,1
3317,3317,Keith Urban,Female,2017,"Australia,Country",19.02,52.0,44.78,72.73,22.39,30.34,2
3318,3318,Trapt,Still Frame,2003,Pop,0.09,38.03,93.19,36.36,40.23,50.38,1
3319,3319,Miguel,How Many Drinks?,2013,"Remix,Soul,Soul Pop,R&;B,Rap",0.32,30.47,58.72,0.0,20.42,21.85,1
3320,3320,Trey Songz,Last Time,2008,R&;B,21.37,59.11,60.42,18.18,43.94,66.28,1
3321,3321,Kanye West,Black Skinhead,2013,"Punk Rock,Glam Rock,Rapcore,Rock,Producer,Rap,Industrial",0.11,74.8,81.38,9.09,50.18,28.0,1
3322,3322,Little Mix,Shout Out To My Ex,2016,"Dance-Pop,Power Pop,Girl Group,UK,Pop",2.44,75.6,73.51,45.45,47.67,81.13,4
3323,3323,Eli Young Band,Always The Love Songs,2009,Country,29.75,41.35,75.53,36.36,62.46,38.92,0
3324,3324,Kanye West,Homecoming,2008,"Hip-Hop,Piano,Rap",34.46,63.46,73.51,9.09,23.56,93.64,1
3325,3325,Skrillex,Scary Monsters And Nice Sprites,2012,"Rock,Dance,Electro,Electronic,Dubstep",0.34,46.96,94.47,63.64,56.3,30.65,0
3326,3326,Papa Roach,Getting Away With Murder,2004,"Alternative Rock,Rock",0.01,49.26,97.23,9.09,34.04,33.31,1
3327,3327,The Lonely Island,Jack Sparrow,2011,"Electro,Comedy,Rap",2.3,69.42,69.78,72.73,29.78,40.73,2
3328,3328,Red Hot Chili Peppers,Californication,2000,"Alternative Rock,Rock",0.21,54.87,75.64,81.82,29.46,31.08,2
3329,3329,August Alsina,No Love,2014,"Soul,Remix,R&;B,Rap",0.55,39.98,59.46,0.0,50.73,32.77,1
3330,3330,Audioslave,Cochise,2002,"Hard Rock,Post-Grunge,Alternative Rock,Rock",0.05,38.83,86.91,81.82,19.59,42.21,0
3331,3331,Florida Georgia Line,Bumpin' The Night,2014,"Country,Rock",8.62,39.29,86.06,9.09,63.69,34.79,1
3332,3332,Sara Ramirez,The Story,2011,Pop,4.48,44.79,37.65,100.0,30.41,10.51,2
3333,3333,Parmalee,Close Your Eyes,2014,Country,1.62,50.17,85.85,100.0,58.74,82.93,4
3334,3334,Rage Against The Machine,Guerrilla Radio,1999,"Rap Rock,Funk Rock,Heavy Metal,Rap,Rock",1.32,55.67,95.85,100.0,33.9,48.15,0
3335,3335,DJ Khaled,Go Hard,2008,Rap,0.89,60.37,87.98,45.45,50.13,36.49,0
3336,3336,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",Baila Baila Baila,2019,"Latin Pop,Reggaeton,Remix,Puerto Rico,En Espa\xc3\xb1ol,Latin Urban,Latin Music,Pop",6.01,82.93,60.63,100.0,31.62,59.07,2
3337,3337,Justin Moore,Backwoods,2010,"Country,Rock",6.93,43.99,93.19,72.73,67.33,78.37,4
3338,3338,Jacquees,B.E.D.,2017,"Alternative R&;B,R&;B",0.38,71.71,51.06,9.09,45.21,16.76,1
3339,3339,Migos,Fight Night,2014,Rap,19.22,82.13,71.38,9.09,25.37,87.81,1
3340,3340,Demi Lovato,Fix A Heart,2011,"R&;B,Pop",59.2,43.3,42.12,0.0,68.77,44.54,3
3341,3341,Juanes,Me Enamora,2007,"En Espa\xc3\xb1ol,Pop",1.79,64.49,83.3,36.36,27.94,90.78,4
3342,3342,Billie Eilish,Come Out And Play,2018,"Ballad,Alternative Pop,Alternative,Indie Pop,Indie,Pop",70.86,60.37,28.18,0.0,59.41,15.07,3
3343,3343,Ludacris,Sex Room,2010,"R&;B,Rap",32.82,63.23,67.44,100.0,41.51,68.08,2
3344,3344,"Drake, Future",Scholarships,2015,"Trap,Rap",9.88,71.71,38.29,0.0,37.28,23.76,3
3345,3345,KIDS SEE GHOSTS,Cudi Montage,2018,"Experimental,Rap",41.0,70.56,47.65,72.73,37.8,28.64,2
3346,3346,Silk,If You,1999,R&;B,18.81,58.99,44.78,81.82,31.14,31.93,2
3347,3347,Ali Gatie,It's You,2019,R&;B,38.24,70.9,43.29,100.0,29.14,38.39,2
3348,3348,Death Cab For Cutie,I Will Possess Your Heart,2008,"Adult Alternative,Alternative Rock,Indie Rock,Rock",43.25,56.36,59.89,81.82,52.03,57.59,2
3349,3349,Whitney Houston,I Look To You,2009,"Pop,Soul Pop,Soul,R&;B",73.31,50.06,33.72,36.36,32.76,7.01,3
3350,3350,Marc Anthony,My Baby You,2000,Rock,70.35,37.8,57.44,0.0,41.25,16.02,3
3351,3351,The Offspring,Original Prankster,2000,Rock,0.06,63.12,87.34,18.18,60.5,98.2,1
3352,3352,XXXTENTACION,Hope,2018,"R&;B,Alternative R&;B,Rap,Emo,Alternative",67.59,54.87,42.65,81.82,60.02,20.16,2
3353,3353,Lil' Troy,Wanna Be A Baller,1999,Rap,27.2,86.83,62.97,90.91,26.88,62.99,2
3354,3354,"Whitney Houston, Deborah Cox","Same Script, Different Cast",2000,Pop,53.99,63.92,56.8,9.09,42.72,21.85,3
3355,3355,"Zac Efron, Zendaya",Rewrite The Stars,2018,"Screen,Musicals,Soundtrack,Pop",7.32,65.41,59.89,90.91,47.08,26.41,2
3356,3356,Caesars,Jerk It Out,2005,"Memes,Rock,Indie Rock",1.75,53.49,98.4,72.73,52.6,87.59,4
3357,3357,Teena Marie,Still In Love,2004,Pop,62.07,68.73,64.57,0.0,18.68,92.05,1
3358,3358,NF,The Search,2019,"Hip-Hop,Conscious Hip-Hop,Rap",60.94,77.43,77.66,18.18,43.94,37.65,3
3359,3359,Trick Daddy,In Da Wind,2002,Rap,12.27,98.63,56.38,0.0,40.26,69.36,1
3360,3360,Riley Green,There Was This Girl,2019,Country,0.26,57.62,87.34,9.09,48.89,95.97,1
3361,3361,"Kid Ink, Tyga, Wale, YG, Rich Homie Quan",Ride Out,2015,Rap,4.8,66.78,79.25,45.45,27.31,53.13,4
3362,3362,Bucky Covington,I'll Walk,2008,Pop,81.8,45.36,35.42,63.64,17.5,28.32,3
3363,3363,Coko,Sunshine,1999,Pop,16.97,55.21,80.74,63.64,28.49,42.64,2
3364,3364,Mac Miller,Hurt Feelings,2018,Rap,35.07,66.09,43.19,72.73,67.19,30.76,2
3365,3365,"2 Chainz, Gucci Mane, Quavo",Good Drank,2017,"Atlanta,Trap,Rap",28.02,82.82,76.59,36.36,50.15,35.53,1
3366,3366,Arctic Monkeys,Do I Wanna Know?,2014,"British Rock,UK,Adult Alternative,Soundtrack,Psychedelic Rock,Blues Rock,Indie Rock,Alternative Rock,Rock",19.02,49.83,50.63,45.45,22.4,39.24,2
3367,3367,Jake Owen,Eight Second Ride,2009,"Country,R&;B,Rock",6.02,47.31,83.4,0.0,26.84,68.4,1
3368,3368,Azul Azul,La Bomba,2001,"Bolivia,En Espa\xc3\xb1ol,Pop",12.17,92.78,75.74,9.09,27.94,98.09,1
3369,3369,System Of A Down,Toxicity,2002,"Alternative Rock,Nu-Metal,Heavy Metal,Alternative Metal,Metal,Rock",0.03,33.68,87.23,72.73,41.7,51.54,0
3370,3370,Tim McGraw,How I'll Always Be,2017,Country,31.9,53.26,81.81,18.18,27.33,65.65,1
3371,3371,Lana Del Rey,Ultraviolence,2014,"Alternative Rock,Rock,Alternative Pop,Alternative,Dream-Pop,Pop",28.43,3.55,51.59,0.0,18.84,5.83,3
3372,3372,Big Sean,Sacrifices,2017,"Trap,Rap",26.38,76.29,53.61,90.91,57.55,40.94,2
3373,3373,NERO,Promises,2012,"Gaming,Electronic,UK,Pop",0.0,43.07,95.32,81.82,58.73,27.37,0
3374,3374,Lukas Graham,Love Someone,2019,"Piano,Adult Contemporary,Pop-Rock,Ballad,Danmark,Scandinavia,Pop",17.59,48.68,37.55,81.82,75.93,24.4,0
3375,3375,The Last Goodnight,Pictures Of You,2008,Pop,16.87,24.28,80.85,18.18,98.04,57.69,1
3376,3376,Seether,Remedy,2006,"Nu-Metal,Post-Grunge,Alternative Metal,Rock",0.02,50.06,95.32,72.73,48.78,37.76,0
3377,3377,The Lumineers,Stubborn Love,2013,"Adult Alternative,Americana,Pop-Rock,Indie Rock,Folk Rock,Rock",62.99,55.21,52.34,0.0,40.89,22.49,3
3378,3378,Backstreet Boys,Just Want You To Know,2005,Pop,0.03,68.27,53.08,18.18,35.33,63.95,1
3379,3379,Zac Brown Band,The Wind,2012,"Country,Rock",22.6,65.86,94.79,54.55,53.85,89.4,4
3380,3380,Gorilla Zoe,Lost,2009,Rap,1.66,69.76,54.04,0.0,53.86,54.94,1
3381,3381,Three Days Grace,Never Too Late,2007,"Alternative Rock,Rock",0.86,36.66,76.81,18.18,62.38,19.31,1
3382,3382,Lenny Kravitz,I Belong To You,2000,Rock,0.07,66.21,67.02,63.64,23.8,66.92,4
3383,3383,Eminem,Cold Wind Blows,2010,Rap,13.29,57.96,97.45,100.0,74.21,58.22,0
3384,3384,Sugarland,Little Miss,2011,"Country,Rock",9.81,27.26,78.83,100.0,49.6,22.07,0
3385,3385,Trick Pony,Pour Me,2001,Country,9.57,42.5,90.32,90.91,82.24,77.63,0
3386,3386,Mike Jones,Next To You,2009,Rap,33.13,61.51,74.15,18.18,20.82,61.62,1
3387,3387,Pia Mia,Do It Again,2015,"Pop,R&;B,Rap",2.72,68.61,54.04,72.73,29.13,39.88,2
3388,3388,Chris Brown,Grass Ain't Greener,2016,"Trap,Alternative R&;B,Rap,R&;B",39.88,61.63,57.97,90.91,52.57,50.59,2
3389,3389,George Strait,Wrapped,2007,"Country,Rock",25.87,54.18,75.1,100.0,40.3,58.86,2
3390,3390,Tyrese,What Am I Gonna Do,2001,R&;B,28.12,66.09,44.57,90.91,59.75,53.13,2
3391,3391,Montgomery Gentry,Where I Come From,2012,Country,1.1,58.08,84.68,9.09,25.48,47.09,1
3392,3392,Lil Wayne,Way Of Life,2002,Rap,2.53,87.51,77.44,81.82,30.33,69.04,4
3393,3393,Anthony Hamilton,Can't Let Go,2006,"Soul,R&;B",59.51,61.51,47.33,90.91,48.89,35.96,2
3394,3394,Ben Folds,Bitches Ain't shit,2005,"Cover,Parody,Comedy,Alternative Rock,Rock",0.95,32.42,71.81,0.0,72.95,37.86,1
3395,3395,Big Sean,Guap,2013,Rap,31.8,61.51,70.95,9.09,60.05,55.25,1
3396,3396,Fall Out Boy,Alone Together,2014,"Pop,Alternative,Alternative Pop,Pop-Rock,Rock",0.13,50.29,91.38,36.36,25.47,60.56,1
3397,3397,Drake,Fireworks,2010,"Canada,Rap",44.27,50.06,74.68,0.0,25.07,52.5,1
3398,3398,Twista,Make A Movie,2010,"R&;B,Rap",0.77,83.96,76.38,9.09,43.97,36.06,1
3399,3399,Taylor Swift,Last Kiss,2010,"Country,Pop",58.28,29.55,30.31,90.91,24.87,17.08,2
3400,3400,Rascal Flatts,Yours If You Want It,2017,Country,1.05,50.52,90.11,72.73,39.64,40.73,0
3401,3401,John Mayer,Gravity,2007,"Blues Rock,Rock",74.74,74.57,28.72,63.64,46.42,21.43,3
3402,3402,"Lupe Fiasco, Guy Sebastian",Battle Scars,2013,"Pop,Rap",19.02,46.28,80.32,45.45,73.73,48.68,0
3403,3403,OK Go,I Won't Let You Down,2014,Rock,2.63,73.54,91.38,18.18,40.25,70.52,1
3404,3404,Rebecca Lynn Howard,Forgive,2002,Pop,4.51,57.16,43.08,63.64,52.77,20.9,2
3405,3405,Limp Bizkit,Behind Blue Eyes,2004,"Cover,Rock",43.76,53.95,47.33,63.64,44.19,5.13,2
3406,3406,The Weeknd,Love To Lay,2016,"Canada,R&;B,Electro-Pop,Pop",5.32,68.5,79.89,63.64,42.1,70.31,4
3407,3407,Joe Nichols,I'll Wait For You,2007,Country,29.45,39.86,37.87,81.82,58.75,31.4,2
3408,3408,Sunny Sweeney,From A Table Away,2011,Pop,4.02,49.71,79.68,72.73,37.81,55.36,4
3409,3409,Rick Ross,Diced Pineapples,2012,"Canada,DMV,Rap",35.99,45.59,72.23,18.18,38.39,36.49,3
3410,3410,DJ Luke Nasty,OTW,2017,Rap,1.46,72.16,63.29,54.55,20.54,45.82,4
3411,3411,Chase Bryant,Little Bit Of You,2016,Pop,6.53,57.16,86.06,9.09,45.18,64.48,1
3412,3412,Sia,Helium,2017,"Soundtrack,Pop",56.34,35.17,36.16,36.36,54.36,10.3,3
3413,3413,Gary Allan,Songs About Rain,2004,Country,3.35,52.35,64.68,63.64,44.78,18.99,0
3414,3414,Lorde,Tennis Court,2013,"Alternative Pop,Alternative,Downtempo,New Zealand,Art Pop,Adult Alternative,Trip-Hop,Electro-Pop,Pop",1.29,74.57,54.36,0.0,25.45,41.68,1
3415,3415,Kanye West,Waves,2016,"DMV,Gospel,R&;B,Trap,Rap",5.4,50.86,56.38,90.91,29.22,3.52,2
3416,3416,MercyMe,I Can Only Imagine,2003,"Worship,Rock,Christian",9.29,33.68,59.14,36.36,68.34,10.4,0
3417,3417,Bilal,Soul Sista,2001,"Rap,Neo Soul,Soul,R&;B",55.01,67.93,28.72,72.73,59.98,71.05,2
3418,3418,Depeche Mode,Precious,2005,"Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Rock",9.09,52.12,83.19,9.09,34.7,86.64,1
3419,3419,Florence + The Machine,Shake It Out,2012,"Alternative Pop,Alternative,Alternative Rock,Pop,Rock",0.9,46.51,79.04,90.91,36.25,20.26,0
3420,3420,Sugarland,Babe,2018,"Country,Pop",1.91,48.34,76.7,36.36,75.86,66.71,1
3421,3421,Kenny Chesney,Noise,2016,Country,0.97,53.49,79.04,0.0,37.77,58.12,1
3422,3422,Thirty Seconds To Mars,This Is War,2009,Rock,6.78,33.1,70.95,54.55,68.66,20.05,0
3423,3423,Whitney Houston,One Of Those Days,2003,"Rock,Pop,Soul Pop,Soul,R&;B",31.9,64.83,69.36,0.0,26.68,83.25,1
3424,3424,Karmin,Acapella,2013,"Pop,Rap",12.88,63.46,59.89,18.18,74.72,41.58,1
3425,3425,Lil Baby,Out The Mud,2019,"Atlanta,Trap,Rap",0.97,72.51,46.91,9.09,68.67,22.81,1
3426,3426,Puddle Of Mudd,Away From Me,2003,"Grunge,Rock",0.03,31.5,94.36,72.73,65.38,13.48,0
3427,3427,Trippie Redd,Dark Knight Dummo,2017,"Horrorcore,Cloud Rap,Trap,Rap",17.08,19.13,81.38,72.73,81.86,23.23,0
3428,3428,Ozuna,Unica,2018,"Latin Urban,Reggaeton,Latin Pop,Latin Music,En Espa\xc3\xb1ol,Pop",21.68,61.86,85.42,0.0,77.29,71.16,1
3429,3429,Ariana Grande,R.E.M,2018,"Doo-Wop,Neo Soul,R&;B,Pop",38.34,82.25,45.63,90.91,19.31,62.25,2
3430,3430,Kelly Rowland,Kisses Down Low,2013,"Cloud Rap,Pop,R&;B,Rock",1.72,59.45,71.06,45.45,55.04,21.54,0
3431,3431,Foo Fighters,Wheels,2009,Rock,0.05,35.85,78.3,81.82,69.86,55.36,0
3432,3432,Shinedown,Save Me,2005,Rock,0.04,47.08,80.85,100.0,41.51,23.02,0
3433,3433,"Method Man, Redman",Part II,2002,Rap,3.92,75.83,83.08,90.91,29.08,81.87,4
3434,3434,Fall Out Boy,Immortals,2015,"Disney,Electronic Rock,Electro-Pop,Punk Rock,Pop-Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Punk,Pop,Rock",0.13,57.5,86.38,18.18,36.57,46.67,1
3435,3435,Josh Turner,Long Black Train,2004,"Country,Rock",24.23,48.57,68.4,90.91,22.32,82.61,4
3436,3436,Craig Campbell,Keep Them Kisses Comin',2014,Pop,5.36,67.7,75.64,54.55,43.99,90.56,4
3437,3437,Taylor Swift,The Way I Loved You,2008,"Pop Country,Country,Pop",4.17,36.66,68.51,45.45,69.21,38.5,0
3438,3438,Jane's Addiction,Just Because,2003,"Alternative Rock,Alternative,Rock",0.0,29.32,100.0,90.91,30.49,18.46,0
3439,3439,Joe Nichols,She Only Smokes When She Drinks,2003,Country,8.23,60.25,42.65,36.36,18.05,17.4,3
3440,3440,D4L,Betcha Can't Do It Like Me,2006,Rap,0.98,90.26,32.23,90.91,61.86,19.52,2
3441,3441,Big Time Rush,Boyfriend,2011,"Boy Band,West Coast,Dance-Pop,Electro-Pop,Teen Pop,Pop",10.09,57.39,85.21,9.09,71.19,68.08,1
3442,3442,Disturbed,Indestructible,2008,"Heavy Metal,Nu-Metal,Rock",0.02,36.2,96.81,72.73,80.94,51.97,0
3443,3443,Frank Ocean,Chanel,2017,"Alternative Pop,R&;B,Pop,Rap",89.37,75.95,47.55,0.0,37.88,46.45,3
3444,3444,Mindless Behavior,Mrs. Right,2011,Rap,5.83,37.34,74.15,0.0,28.75,53.35,1
3445,3445,T.I.,No Matter What,2008,Rap,0.34,44.1,81.7,100.0,59.78,31.5,0
3446,3446,Drake,Faithful,2016,"Canada,Rap",11.45,48.57,41.8,9.09,31.63,14.22,3
3447,3447,Korn,Here To Stay,2002,"Metal,Hard Rock,Alternative Metal,Nu-Metal,Rock",0.0,51.66,94.79,18.18,31.63,33.52,1
3448,3448,Rae Sremmurd,Look Alive,2016,"Trap,Rap",5.64,77.09,56.06,0.0,43.98,20.58,1
3449,3449,Owl City,Vanilla Twilight,2010,"Electronic,Pop",0.96,53.61,49.99,100.0,72.38,56.95,0
3450,3450,Jerrod Niemann,One More Drinkin' Song,2011,"Rock,Country",48.36,71.13,68.29,81.82,40.28,60.45,2
3451,3451,Ed Sheeran,New Man,2017,"UK,Pop",5.72,76.4,73.3,63.64,27.94,87.7,4
3452,3452,Seether,Country Song,2011,"Rock,Post-Grunge,Alternative Metal",0.12,59.22,85.53,0.0,29.15,92.9,1
3453,3453,The Weeknd,Ordinary Life,2016,"Canada,R&;B,Electro-Pop,Pop",2.81,48.57,56.48,63.64,62.31,35.0,0
3454,3454,Ludacris,Rest Of My Life,2012,"Pop,R&;B,Rap",1.26,47.88,87.66,18.18,48.89,24.5,1
3455,3455,Migos,Get Right Witcha,2017,"Trap,Rap",6.61,95.88,73.08,90.91,54.44,62.04,4
3456,3456,Kenny Chesney,El Cerrito Place,2012,"Country,Rock",13.29,55.33,47.55,36.36,52.62,24.08,3
3457,3457,6LACK,Prblms,2017,"Alternative R&;B,Trap,R&;B",3.14,34.82,55.74,81.82,12.25,11.04,2
3458,3458,Jack Johnson,Flake,2002,"Adult Alternative,Easy Listening,Folk Rock,Pop-Rock,Singer-Songwriter,Rock",67.69,73.88,63.61,45.45,30.18,98.3,4
3459,3459,Blac Youngsta,Booty,2018,Rap,0.08,94.5,52.44,9.09,58.77,39.99,1
3460,3460,Drama,"Left, Right, Left",2000,Rap,0.85,91.18,49.04,36.36,47.08,53.45,1
3461,3461,Three Days Grace,Break,2010,"Alternative Rock,Rock",0.07,53.26,89.47,0.0,41.18,74.45,1
3462,3462,James Blunt,1973,2007,Pop,6.67,69.53,65.1,81.82,45.82,77.73,4
3463,3463,Godsmack,Straight Out Of Line,2003,"Heavy Metal,Nu-Metal,Alternative Rock,Alternative Metal,Hard Rock,Rock",0.02,15.12,96.17,63.64,83.46,35.74,0
3464,3464,Disturbed,Inside The Fire,2008,"Heavy Metal,Nu-Metal,Rock",0.02,40.09,96.38,63.64,27.93,66.28,4
3465,3465,Florida Georgia Line,Talk You Out Of It,2019,Country,59.51,61.63,69.36,36.36,43.94,55.47,3
3466,3466,Zayn,Let Me,2018,"UK,Acoustic,Electronic,Electro-Pop,Pop",24.44,39.75,54.25,81.82,73.83,16.45,0
3467,3467,Lil Yachty,66,2018,"Cloud Rap,Trap,Rap",4.65,63.46,70.95,45.45,61.27,22.91,0
3468,3468,Trippie Redd,Love Scars 3,2018,"Emo,Emo Rap,Cloud Rap,Trap,Rap",13.91,49.37,49.78,72.73,20.52,8.71,2
3469,3469,Tim McGraw,Top Of The World,2015,Country,29.65,64.38,78.19,72.73,57.05,96.29,4
3470,3470,Limp Bizkit,N 2 Gether Now,2000,Rap,11.66,73.2,74.15,54.55,33.2,60.34,4
3471,3471,The Wallflowers,Sleepwalker,2000,"Alternative Rock,Alternative Pop,Indie Rock,Rock",0.07,48.22,88.93,36.36,49.41,75.72,1
3472,3472,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018,"Rap,Alternative",11.55,83.39,66.59,18.18,28.54,32.14,1
3473,3473,Blake Shelton,Goodbye Time,2005,Country,30.16,45.48,31.06,18.18,17.47,13.16,3
3474,3474,AJR,Weak,2017,"Trap,Electro-Pop,Electronic,Indie Pop,Pop",12.07,63.8,62.44,45.45,46.42,70.84,4
3475,3475,Josh Groban,You Raise Me Up,2004,"Adult Contemporary,Easy Listening,Gospel,Cover,Pop,Ballad",68.81,15.69,8.5,90.91,42.78,6.7,2
3476,3476,Pusha T,If You Know You Know,2018,"East Coast,Rap",1.9,39.75,68.19,54.55,64.58,70.63,0
3477,3477,Brantley Gilbert,More Than Miles,2013,"Country,Rock",3.02,40.89,76.81,45.45,63.7,43.8,0
3478,3478,B2K,Why I Love You,2002,"R&;B,Pop",4.93,67.01,59.78,0.0,25.45,35.53,1
3479,3479,The Fratellis,Flathead,2007,"Adult Alternative,Alternative Rock,Indie Rock,UK,Post-Punk,Rock",1.26,55.56,95.11,0.0,34.83,27.05,1
3480,3480,21 Savage,Monster,2019,"Atlanta,Hip-Hop,Trap,Rap",16.16,89.0,58.61,81.82,52.61,20.05,2
3481,3481,Creed,Overcome,2009,Rock,0.13,24.63,92.55,81.82,90.14,37.86,0
3482,3482,The Script,Superheroes,2014,"Ireland,Pop",0.22,43.3,88.19,27.27,72.95,64.27,1
3483,3483,Chief Keef,I Don't Like,2012,"Trap,Drill,Rap",0.06,72.05,83.83,18.18,51.36,40.41,1
3484,3484,Fifth Harmony,That's My Girl,2016,"Teen Pop,Power Pop,R&;B,Girl Group,Pop",3.66,55.33,84.57,45.45,94.57,61.19,0
3485,3485,Jagged Edge,Good Luck Charm,2006,R&;B,44.38,59.68,63.51,100.0,41.59,49.32,2
3486,3486,Rascal Flatts,Changed,2012,"Country,Rock",7.68,37.69,53.19,36.36,56.65,23.87,0
3487,3487,Cher Lloyd,Oath,2013,Pop,2.78,34.25,85.96,45.45,39.79,72.54,4
3488,3488,Luke Bryan,Buzzkill,2013,Rap,3.0,46.62,76.59,54.55,59.38,49.53,0
3489,3489,Jake Owen,Real Life,2015,Country,0.2,61.97,73.72,9.09,36.56,78.37,1
3490,3490,A Boogie Wit da Hoodie,No Promises,2017,"Trap,Rap",1.68,74.0,62.76,45.45,59.39,21.96,0
3491,3491,Kid Cudi,Just What I Am,2012,Rap,0.23,61.97,95.11,9.09,56.3,33.52,1
3492,3492,Train,When I Look To The Sky,2004,Rock,8.79,45.02,64.57,0.0,19.48,49.1,1
3493,3493,Kodak Black,Testimony,2018,Rap,3.77,80.3,65.0,54.55,19.31,36.17,2
3494,3494,Maren Morris,80s Mercedes,2017,Country,6.8,42.61,82.76,81.82,26.04,66.18,4
3495,3495,21 Savage,Red Opps,2017,"Trap,Rap",0.93,67.58,69.46,81.82,56.91,56.63,4
3496,3496,Logic,Midnight,2018,"DMV,Trap,Rap",8.86,52.12,58.61,81.82,28.58,24.82,2
3497,3497,Jazmine Sullivan,"Lions, Tigers & Bears",2009,"R&;B,Rock",8.06,53.04,48.82,54.55,28.8,39.45,2
3498,3498,Solange,Cranes In The Sky,2016,R&;B,41.72,69.42,59.46,54.55,29.77,45.6,2
3499,3499,Fall Out Boy,Headfirst Slide Into Cooperstown On A Bad Bet,2008,"Indie,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Punk Rock,Pop-Rock,Pop-Punk,Emo,Rock",0.82,56.47,75.74,18.18,44.0,53.66,1
3500,3500,Marsha Ambrosius,Far Away,2011,R&;B,22.6,36.66,65.1,81.82,13.42,33.52,2
3501,3501,September,Cry For You,2008,Pop,0.14,75.95,87.45,81.82,50.14,98.09,4
3502,3502,Becky G,Mayores,2017,"Latin Music,Reggaeton,Pop,En Espa\xc3\xb1ol",14.83,72.39,82.98,45.45,29.77,88.97,4
